단어,빈도수
게다가,3
삼사,3
묵고,3
튕,3
장비,3
매가,3
배우,3
지근,3
급속도,3
자체,3
활자,3
받침,3
통틀어,3
업,3
소가,3
정육점,3
곳도,3
갈기갈기,3
이따,3
깁스,3
적도,3
즉시,3
오십천이,3
반박,3
병신,3
대체로,3
전방,3
한시,3
시설,3
설산,3
구나,3
발휘,3
외마디,3
완강,3
가건물,3
차이,3
되풀이,3
동정,3
송두리째,3
빗질,3
출판사,3
쟁반,3
책임,3
바보,3
어딘데,3
엄습,3
취,3
불길,3
앙금,3
커피숍,3
이사,3
일곱시,3
대책,3
그닥,3
삼발이,3
방도,3
배열,3
용소,3
시인,3
뱃속,3
종적,3
살기,3
주시,3
채비,3
일어,3
청테이프,3
정밀,3
사적,3
전대,3
매표소,3
추가,3
규모,3
곡산,3
팔백,3
고려,3
뾰죽,3
흐느껴,3
닥,3
번만,3
수천,3
범,3
추락,3
방습,3
태아,3
부리,3
날개,3
예비군,3
제지,3
시로,3
친분,3
한결,3
맥,3
저절로,3
육십,3
개찰구,3
연습,3
요지,3
청량리역,3
넉,3
정의,3
산소,3
위험,3
늦,3
가을,3
거실,3
가스레인지,3
뿜으,3
꿰어,3
킬킬,3
입도,3
아랫입술,3
앞니,3
자극,3
구청,3
실로,3
병실,3
간호,3
여드름,3
치의,3
콧물,3
고이,3
양철,3
비누,3
뒤축,3
내의,3
아스팔트,3
바퀴,3
정거,3
사금,3
파리,3
개새끼,3
질책,3
차근차근,3
분해,3
갈비뼈,3
옆구리,3
인파,3
체격,3
철끈,3
싸구려,3
뻘뻘,3
사지,3
얄따란,3
패,3
연탄재,3
여학생,3
일지,3
비척비척,3
행색,3
워낙,3
황황,3
종아리,3
백,3
잎,3
삐걱,3
행선,3
명세서,3
각종,3
밤길,3
강원,3
선지,3
부들,3
꽃가루,3
편안함,3
호소,3
지체,3
물의,3
단화,3
스타킹,3
브,3
어선,3
남성,3
고요한,3
헛소리,3
섬,3
추,3
초침,3
맨몸,3
재작년,3
상이,3
굴곡,3
비유,3
뚜껑,3
해설,3
질식,3
손발,3
민박,3
유난,3
달싹,3
중얼,3
핀,3
종내,3
치밀,3
흐릿,3
아파트,3
복사뼈,3
귓바퀴,3
개입,3
으리,3
속눈썹,3
플라스틱,3
취직,3
능선,3
빼곡,3
차표,3
시시각각,3
뜰,3
발갛,3
사람인,3
김씨,3
입맛,3
확,3
솔가지,3
어둔,3
엎어놓,3
신열,3
영원,3
산꿩,3
여수,3
전신,3
통나무,3
홀,3
그릇,3
여비,3
단칸,3
비행기,3
리기,3
환,3
윗목,3
어쩌자,3
수색,3
사회,3
채식주의자,3
진창,3
일일,3
완성,3
그대,3
발톱,3
환희,3
불덩이,3
해쓱,3
판매,3
덴,3
공양왕,3
빛살,3
구리,3
리까,3
청동,3
상고머리,3
흙벽,3
마냥,3
어무,3
열한시,3
빨,3
생명,3
보자기,3
공책,3
존댓말,3
서나,3
일식집,3
죽지,3
쓰레기통,3
격앙,3
부축,3
병동,3
환자,3
휠체어,3
호차,3
활동,3
발표,3
이듬해,3
단편소설,3
증명,3
존엄,3
께,2
세수,2
방학,2
사람과,2
장종욱,2
기재,2
풋,2
두고두고,2
혔다,2
볼펜,2
어감,2
구들,2
전신주,2
주차,2
등초,2
걸루,2
의정부,2
호적등본,2
생전,2
산봉우리,2
시리,2
환대,2
중독,2
면도기,2
머리핀,2
한낮,2
지척,2
비현실적,2
해발,2
복합,2
바람벽,2
공허,2
집착,2
밀집,2
입안,2
체취,2
양해,2
트레이닝복,2
하필,2
흐름,2
핏줄,2
타일,2
특급,2
눈높이,2
고래고래,2
나기,2
구해,2
중턱,2
구조대,2
렇,2
뒤범벅,2
속박,2
농촌,2
푯대,2
빈민,2
단란,2
전보,2
양은,2
살해,2
피곤,2
한창때,2
모닝콜,2
극적,2
완만,2
증,2
살풍경,2
나은,2
제외,2
일거리,2
진정제,2
유혹,2
초면,2
하루하루,2
호우,2
주의보,2
띄엄띄엄,2
체력,2
의외,2
유명,2
감쪽,2
수고,2
라서,2
쾌감,2
육박,2
단도직입,2
승격,2
근교,2
표현,2
수요,2
옹호,2
기척,2
모래알,2
작업중,2
다락,2
수동,2
태반,2
손아래,2
안부,2
알음,2
필,2
자부심,2
외벽,2
어하,2
방음,2
존,2
콧잔등,2
주제,2
계약,2
프레임,2
오륙,2
모래밭,2
담장,2
때부,2
울대,2
전산,2
아시,2
프로,2
단발머리,2
엇,2
태양,2
전쟁,2
정보,2
웠다,2
단둘,2
득,2
황량,2
불의,2
원형,2
화학,2
약품,2
마르,2
쓴웃음,2
용서,2
주먹질,2
파라솔,2
들고양이,2
오해,2
룸메이트,2
렀다,2
때로는,2
머플러,2
소도시,2
몹,2
상점,2
아랑곳,2
외풍,2
구도,2
남동생,2
담당,2
옥수수차,2
긴장감,2
건설,2
초대,2
보호,2
퇴색,2
작용,2
불만,2
턱끝,2
단편,2
표시,2
무려,2
성향,2
입력,2
호칭,2
가가,2
채운,2
넷,2
으쓱,2
콩나물,2
눈초리,2
허리춤,2
외한,2
구경,2
잠꼬대,2
콜,2
정상,2
앳되어,2
부조화,2
세운,2
파괴,2
막걸리,2
내뿜으,2
철봉,2
사본,2
선망,2
호주,2
객쩍,2
구의,2
구실,2
경어,2
오산,2
광경,2
불현듯,2
출근길,2
골목길,2
럽,2
화분,2
생선,2
통성명,2
곡,2
의의,2
획,2
친절,2
피아노,2
군가,2
공원,2
기만,2
큰소리,2
서비스,2
부지,2
셀,2
분수,2
카르,2
고향이,2
직함,2
풍물,2
꽁초,2
똑,2
굳은살,2
열망,2
저걸,2
스펀지,2
집단,2
혼곤,2
아버,2
갈증,2
위통,2
농장,2
삐,2
꿈결,2
빛과,2
병색,2
우,2
장초,2
튀튀,2
목사,2
창고,2
거꾸로,2
건강,2
택촌,2
싸움,2
서부,2
심호흡,2
기기,2
기구,2
당,2
신세,2
독주,2
글자,2
사각,2
비용,2
세금,2
지리,2
빈방,2
입학,2
과도,2
논배,2
베갯잇,2
웅,2
우물쭈물,2
헛,2
집기,2
진관,2
무료,2
회전,2
황폐,2
기미,2
작년,2
초본,2
분담,2
본적지,2
목돈,2
만약,2
사이드,2
교사,2
예정,2
선팅,2
작성,2
미러,2
소의,2
명찰,2
이군,2
착오,2
추호,2
꼬마,2
낫,2
산비탈,2
문짝,2
제복,2
병행,2
고압,2
시력,2
문학,2
효과,2
낙,2
특보,2
한국,2
권유,2
가족사진,2
동경,2
희생,2
대롱,2
장점,2
최초,2
노벨문학상,2
평일,2
시적,2
가격,2
저항,2
산문,2
주위,2
산맥,2
묘사,2
인연,2
사분,2
렷,2
도배,2
줄거리,2
지은이,2
벽화,2
모델,2
계심,2
침범,2
속물,2
제의,2
가차,2
민,2
조구,2
오금,2
여자도,2
흐느,2
옥탑,2
발각,2
짦,2
인간관계,2
강변,2
기고,2
두셋,2
뒤끝,2
어쩌,2
원칙,2
냉소,2
불쑥,2
의견,2
것이므,2
숙박,2
야외,2
배타,2
동문,2
슬그머니,2
영역,2
연상,2
약도,2
적신,2
리나,2
우선,2
입사,2
모순,2
재난,2
풍기,2
타이틀,2
헛된,2
스산,2
일본,2
성공,2
야유,2
히라가나,2
우렁찬,2
질겅질겅,2
살림집,2
문자,2
언어,2
깥,2
대포,2
앞집,2
부시,2
직업,2
본인,2
창호지,2
고리,2
라거,2
관리,2
안주,2
불행,2
깜짝,2
옆면,2
보풀,2
천만,2
소만,2
터틀넥,2
빳빳,2
눌려,2
호쾌,2
현지,2
경의,2
인내심,2
황토,2
번은,2
일자리,2
자책,2
학원,2
사설,2
신입생,2
툭툭,2
층층,2
전문,2
장난,2
꽁꽁,2
교내,2
보가,2
맥줏집,2
진실,2
주사,2
위안,2
가늠,2
도리,2
트클럽,2
저승,2
결사,2
형언,2
오류동,2
피어,2
버튼,2
본의,2
몫,2
씌,2
교정,2
으르렁,2
두상,2
애교,2
가로수,2
제야,2
주점,2
시문,2
시동,2
여섯시,2
에이,2
한영사전,2
회복,2
참여,2
장독대,2
복구,2
방한,2
반말,2
디다,2
고분고분,2
과시,2
진실성,2
개조,2
비상,2
갈취,2
공통점,2
효력,2
히죽,2
능력,2
렸던,2
생략,2
신문지,2
비식,2
관계도,2
이보,2
갑자,2
유명인,2
라보,2
수용,2
어딥,2
조로,2
원판,2
숫제,2
무당,2
월요일,2
논리,2
궁,2
접시,2
확실,2
철골,2
대개,2
어도,2
밥술,2
모라,2
년도,2
용수철,2
부모,2
판매원,2
교통,2
네시,2
일어나서,2
나나,2
변죽,2
메,2
문화원,2
명함,2
기획,2
포장,2
체험,2
입석,2
김밥,2
행동거지,2
뭉툭,2
닐,2
죽죽,2
스피커,2
윗입술,2
채굴,2
슈퍼마켓,2
유아,2
해주,2
배겨낼,2
벌떼,2
마리나,2
외돌토리,2
함성,2
바윗돌,2
이중,2
군무,2
질금,2
십년,2
장석,2
부피,2
구호,2
시트,2
매듭,2
구급,2
양갱,2
붓,2
엄두,2
메라,2
또래,2
분말,2
발디,2
어붙,2
옹색,2
위축,2
고온,2
두기,2
장담,2
감치,2
생채기,2
소용,2
연출,2
자격,2
요하,2
체크,2
코웃음,2
낱낱이,2
구한,2
잡기,2
일상,2
충고,2
이르렀,2
조의,2
육체노동,2
장막,2
풀기,2
트기,2
단말,2
헹굼물,2
부러,2
다오,2
오십오분,2
쇠락,2
육감,2
반짝,2
담뱃갑,2
로지,2
정은,2
신가,2
시신,2
잠옷,2
육십사,2
부랑,2
사리,2
철수,2
일이오,2
탄성,2
둔덕,2
배터리,2
수명,2
커서,2
감기,2
첫마디,2
집계,2
링거액,2
금붙이,2
사회면,2
딸아이,2
곱,2
옷가지,2
애기,2
감자,2
연명,2
발걸음,2
각자,2
만삭,2
조산,2
자가,2
그따위,2
하이힐,2
둣,2
앞문,2
문의,2
갱내,2
보시,2
장치,2
식도,2
무궁화호,2
깜빡,2
곤두박질,2
발인,2
목젖,2
질경이,2
피멍,2
우연,2
환자복,2
초조,2
반지,2
대금,2
보퉁이,2
덩치,2
규칙,2
용성,2
젤,2
숱,2
파마,2
타박,2
업소,2
행복,2
재래식,2
판돈,2
노름,2
연속,2
교과서,2
참고,2
문고판,2
밥알,2
숟갈,2
목제,2
봉분,2
상치,2
래,2
등장,2
언덕길,2
흘깃,2
티맥스,2
껌,2
오누이,2
원기,2
절벽,2
헛일,2
날쌔,2
승,2
과속,2
다큐멘터리,2
더위,2
뼈대,2
롯,2
강요,2
솜털,2
애초,2
삼천이백,2
박자,2
군내버스,2
어스름,2
어금니,2
욕심,2
츠,2
일만,2
갓길,2
애처,2
로움,2
이부,2
교감,2
반대쪽,2
체액,2
난방,2
곡조,2
나절,2
립,2
주택,2
집집,2
부천,2
연애,2
귤,2
뒤척,2
성실,2
텔,2
레비,2
교문,2
성냥갑,2
비판,2
파가,2
신도,2
답례,2
박명,2
외진,2
유심,2
교환,2
빔,2
폐가,2
놋쇠,2
추리,2
얻지,2
몸뻬,2
장물,2
살림,2
켤레,2
법도,2
거주,2
탈색,2
이르렀다,2
책가방,2
제출,2
검토,2
엎,2
지선,2
제하,2
연고,2
리퍼,2
낯빛,2
파이,2
복사,2
서방,2
이십만원,2
탈진,2
뙤약볕,2
손사래,2
양으로,2
패널,2
야전,2
후리,2
감색,2
움직임,2
눌,2
일별,2
대여섯,2
었을까,2
이동,2
내왕,2
거미줄,2
물빛,2
기록부,2
차내,2
천천,2
지뢰,2
안팎,2
불도,2
급경사,2
밭은기침,2
인명,2
사용,2
주판,2
안산,2
누런,2
두께,2
난장판,2
국어사전,2
흰빛,2
띠,2
포목,2
무리,2
기관지,2
어쨌다,2
과오,2
국밥,2
연구자,2
몇몇,2
교차로,2
어디가,2
비빔밥,2
금요일,2
루,2
일치,2
렁,2
개켜,2
단추,2
우린,2
어딘지,2
숙박시설,2
기차역,2
무심,2
생사,2
뭣,2
들쭉날쭉,2
통팥빵,2
마비,2
핏방울,2
초식동물,2
거슬러,2
둔부,2
락,2
양동이,2
똥,2
헤드라이트,2
유령,2
아열대,2
그거,2
수액,2
홍색,2
테이프,2
유행가,2
길가,2
렸,2
한길,2
수선,2
단말기,2
하수도,2
건넛집,2
팬티,2
마음대로,2
허파,2
랐다,2
정영주,2
주황,2
동해,2
상의,2
현대,2
고기,2
돼지,2
한텐,2
대상,2
오수,2
메시지,2
샌들,2
반달,2
퇴직금,2
접,2
이루,2
해남,2
강진,2
차량기지,2
빽빽,2
회의실,2
노끈,2
노래방,2
동그마니,2
주어,2
출생,2
어림,2
금발,2
넷뿐,2
일당,2
마구잡이,2
신호등,2
요금,2
실마리,2
보태,2
책보,2
퍼,2
흉상,2
산동,2
당혹,2
갈매기,2
면장,2
동,2
양옆,2
칼집,2
상가,2
스팀,2
노른자위,2
통장,2
관할,2
벤치,2
에필로그,2
사과,2
백지은,2
문학평론가,2
정차장,2
전도,2
젖소,2
고충,2
실어,2
묵례,2
자정,2
중형,2
밤차,2
마음속,2
쇼핑,2
논밭,2
거렸다,2
월리,2
외상,2
독,2
긍정,2
케,2
감금,2
해장국,2
사정,2
등산,2
지퍼,2
주거,2
누그,2
절박,2
상사,2
실랑이,2
운동,2
평이,2
천국,2
야만,2
전율,2
식탁,2
윗,2
물질,2
기다림,2
님,2
반찬,2
사무소,2
가마,2
요리,2
안정,2
잔돈,2
액세서리,2
장식,2
대합,2
큰딸,2
차비,2
린다,2
혼탁,2
미동,2
지반,2
천진,2
평정,2
끌끌,2
분만,2
부세,2
출입구,2
손톱깎이,2
정식,2
한겨울,2
필기구,2
발열,2
홍조,2
축척,2
탄식,2
의혹,2
혼돈,2
폭폰,2
창구,2
옹골,2
목소,2
고단,2
석유난로,2
낭패,2
이튼,2
이편,2
꼬질꼬질,2
폭포,2
호들갑,2
이세,2
장뇌,2
블,2
알다,2
수줍음,2
음향,2
정정,2
도심,2
환불,2
춥다,2
노랑,2
웬,2
동원,2
토끼,2
아보,2
달포,2
도둑,2
파고,2
훗,2
오십천일,2
팔꿈치,2
포박,2
허옇,2
훨훨,2
말뚝,2
전속력,2
분지,2
보랏빛,2
덜덜,2
평지,2
기와,2
빈틈,2
당시,2
이파리,2
불로,2
공터,2
남고,2
집념,2
이어진,2
불쏘시개,2
현기증,2
얼마만큼,2
장실,2
치열,2
잇몸,2
발꿈치,2
꽃들이,2
흥정,2
허둥지둥,2
파,2
분투,2
마르지,2
인사동,2
학기,2
바다로,2
아야,2
부도,2
교통사고,2
감당,2
머릿수건,2
음습,2
쇠붙이,2
모시,2
튜,2
육신,2
서른,2
살로,2
수심,2
족,2
즉사,2
타이,2
초점,2
해경,2
사양,2
구원,2
골똘히,2
접대,2
무거워,2
송곳,2
노트,2
중병,2
분열,2
방과,2
새삼,2
생애,2
마득,2
초여름,2
소니,2
네거리,2
분절,2
우산,2
광고지,2
흉몽,2
덤,2
캄,2
사향노루,2
어리가,2
흐트러짐,2
컹,2
진흙,2
인쇄소,2
잔무,2
헛것,2
손짓,2
관념,2
지질,2
경찰,2
퇴근,2
구역질,2
맴,2
교대,2
송글송글,2
번갈아,2
양팔,2
재생,2
경비원,2
정처,2
외침,2
판단력,2
책망,2
대면,2
팔면,2
이성계,2
리도,2
각지,2
한약,2
발의,2
처마,2
소용돌이,2
빗발,2
응축,2
화염,2
진홍색,2
살쾡이,2
장지,2
설경,2
애기풀,2
신하,2
토방,2
가닥,2
밥그릇,2
설치,2
국어,2
전구,2
번갯불,2
호떡,2
주전자,2
언니네,2
밭뙈기,2
위압,2
엄지,2
샴푸,2
새살,2
둘둘,2
옥색,2
둑,2
싸가지,2
남대문,2
무도,2
결핍,2
물리,2
차림새,2
잡목,2
화살촉,2
허위,2
즉석,2
망,2
전갈,2
어요,2
야구,2
잠바,2
죄책감,2
건빵,2
온도,2
나가요,2
범람,2
낌,2
이명,2
회식,2
용솟음,2
서류,2
갑방,2
등록,2
비밀번호,2
미용실,2
밍용,2
고요,2
라이트,2
형부,2
알리,2
정체,2
진기,2
가짜,2
갈피,2
양희은,2
오십만원,2
시도,2
넥타이,2
구두점,2
유산,2
봉,2
빛일,2
뒹구,2
문고,2
응답기,2
달떡,2
볼륨,2
전해,2
쇄골,2
간호사,2
돋보기,2
생후,2
십이만,2
열흘,2
담벼락,2
식당차,2
인부,2
사상,2
기관사,2
점검,2
사연,2
위문,2
퇴원,2
우편물,2
시대,2
음으로,2
멍,2
부처,2
분다,2
매료,2
세종,2
회관,2
교보,2
나하,2
기보,2
극복,2
추하,2
압도,2
정서,2
비애,2
미약,2
근원,2
실체,2
지하철역,2
고투,2
평가,2
조카,1
참석,1
경로,1
유흥가,1
꾸지람,1
병영,1
전역,1
욕지거리,1
헝,1
신병이,1
횃대,1
애원,1
이천원,1
육백,1
첫인상,1
기후,1
찰랑,1
어째,1
이다지,1
중성,1
그럭,1
저럭,1
철철,1
쇠똥,1
발그스름,1
겉면,1
불기운,1
진의,1
보금자리,1
자줏빛,1
연지,1
코팅,1
기업,1
육만,1
몰락,1
십이만이,1
팽창,1
적자,1
실시,1
삼백육십삼,1
이백삼십칠,1
국가,1
인접,1
이만,1
전격,1
통합,1
연료,1
격감,1
설탕,1
먹듯,1
단독,1
우측,1
여진,1
서점,1
제과점,1
센터,1
마운,1
눈덩이,1
사북사태,1
노동,1
쟁의,1
이슈,1
방불,1
잿,1
모직,1
날림,1
아귀,1
어맞,1
명멸,1
공무원,1
가보,1
핑퐁,1
수은주,1
영하,1
불나방,1
잔혹,1
복덕방,1
성미,1
퓨즈,1
헤어스프레이,1
메뉴,1
녹차,1
았었다,1
포스터,1
초록색,1
구비,1
이사이,1
준공,1
루하,1
전지,1
라가,1
딸랑거렸다,1
내외,1
하층,1
경영,1
가발,1
부서장,1
피우지,1
회하,1
마법,1
데스크,1
시한,1
개비,1
니코틴,1
함량,1
인의,1
어박혀,1
조업,1
상품,1
비품,1
머금,1
염두,1
굴렸다,1
밭둑,1
광휘,1
둘리,1
밑면,1
았다,1
음각,1
양각,1
돌출,1
사탕,1
머릿,1
추슬러내,1
탐라,1
직격탄,1
앙,1
미고,1
압박,1
중퇴,1
언행,1
껄끄럽,1
도트,1
프린터,1
가나다,1
석현,1
순이,1
칙적,1
의도,1
치부,1
쉽사리,1
무난,1
사회생활,1
해나,1
강점,1
단점,1
사교성,1
격,1
니요,1
엄지손,1
가락,1
파장,1
차단,1
심각,1
찬바,1
더부,1
룩,1
말뜻,1
선명,1
부재,1
소속,1
승만,1
임신,1
임유진,1
은희,1
인숙,1
러시아워,1
치한,1
마늘,1
양념,1
시스템,1
본명,1
띤,1
오감,1
오밀조밀,1
소지,1
홍수,1
태풍,1
불면,1
강당,1
난민,1
녔으,1
별의별,1
시오,1
셨던,1
불끈불끈,1
소주잔,1
완벽주의자,1
업적,1
근성,1
호미로,1
꽝,1
왔느냔,1
팥죽,1
앞치마,1
교태,1
토박,1
고분,1
강제,1
민간인,1
간청,1
신분,1
여차하면,1
위임장,1
도장,1
피치,1
와이어,1
삼사십,1
도도,1
습도,1
프로요,1
막일,1
미끄럼,1
요행,1
섭씨,1
삼십팔,1
분질,1
사이키,1
쾌락,1
방기,1
흥이,1
두루미,1
유서,1
부대,1
서양,1
지름길,1
훤히,1
웠는데,1
거구,1
마술,1
간곡,1
컴퓨터,1
신청서,1
충북,1
톱,1
항적,1
혓소리,1
왕복,1
전철,1
새벽같이,1
서관,1
특권,1
국철,1
종각역,1
지하상가,1
매니큐어,1
무의식,1
양줏집,1
아이라인,1
불그스름,1
섀도,1
덕지덕지,1
꽝스,1
러워,1
어놓,1
포효,1
어대,1
금발머리,1
문구,1
러스펜,1
증명서,1
갖은,1
싹,1
흙더미,1
조바심,1
충족,1
영영,1
제자리,1
방치,1
자괴,1
단칼,1
한평생,1
단절,1
수년,1
누리,1
마루,1
새우잠,1
파스,1
타박상,1
폐부,1
오므,1
자포자기,1
움틀,1
벽녘,1
른안주,1
공감,1
늦가을,1
신문배달,1
두둑,1
절대,1
애착,1
감옥,1
공범,1
초가,1
식이,1
직책,1
총무,1
시간제,1
조회,1
추켜,1
트로트,1
비트,1
과로,1
제비,1
재산,1
탕진,1
블루스,1
타임,1
축제,1
달변,1
토로,1
곤란,1
네온사인,1
북적,1
전염병,1
시민,1
흥청망청,1
만화경,1
영상,1
전속,1
조감,1
맥주잔,1
납,1
들러붙어,1
찌꺼기,1
득시,1
레이스,1
힌,1
입신,1
모자,1
본적,1
격했다,1
날로,1
썩,1
색골,1
제로,1
소재,1
히,1
여닫이,1
한복,1
어울,1
리키,1
창녀촌,1
미아,1
청량리,1
비우기,1
기교,1
장만,1
투시,1
저따위,1
포화,1
옆방,1
발소,1
포도,1
심야,1
토크쇼,1
모닝,1
고간,1
선선,1
껄,1
연거푸,1
색싯집,1
정결,1
마취,1
장애,1
승리,1
류,1
신변,1
구미,1
월차,1
돌멩이,1
일회용,1
신들,1
지난날,1
긍지,1
케케묵,1
과산,1
회수,1
약솜,1
이십사,1
편의점,1
플러스,1
눌리,1
병과,1
안줏,1
성큼,1
행운,1
힐,1
혈육,1
일렁거렸다,1
가로등,1
매트리스,1
어졌다,1
골지,1
뉘,1
잠자리,1
도구,1
번번이,1
선수,1
어쩌거,1
어리석음,1
실룩,1
중순,1
자제력,1
러뜨렸다,1
자두,1
손동작,1
세면,1
효용,1
진취,1
소생,1
면모,1
노크,1
표제,1
젖꼭지,1
베일,1
나본,1
침입,1
나마,1
이블,1
녹지,1
식목일,1
끗희끗,1
백열등,1
피복,1
뇌관,1
가위눌림,1
랄,1
단번,1
위경련,1
쑥,1
극도,1
독백,1
중천,1
새벽녘,1
구식,1
쿠션,1
눈송,1
모조,1
온유,1
시험,1
초등학생,1
이주일,1
원도,1
폭음,1
작자,1
액면,1
경력,1
퇴짜,1
검증,1
시립,1
뭉클뭉클,1
인걸,1
소자,1
유보,1
속곳,1
상복,1
옷고름,1
리만,1
수풀,1
연줄,1
홑,1
상하,1
근방,1
별명,1
눈망율,1
엉킨,1
기류,1
가오리연,1
크레파스,1
쓱쓱,1
다락방,1
비로드,1
스웨,1
자치,1
커버,1
어젖힌,1
퍽,1
티셔,1
분명,1
치민,1
모에,1
주황색,1
수염,1
중미,1
난색,1
몸가짐,1
공통,1
대절,1
통행,1
이토,1
뭡,1
타라,1
절도,1
눈싸움,1
선심,1
어투,1
고등어,1
습,1
번득,1
야행성,1
속엣말,1
되뇌었다,1
승용,1
기정,1
궂은일,1
입장,1
휴먼,1
거창,1
안면,1
나선형,1
포장도로,1
광분,1
갯소,1
휴무,1
기우,1
보안,1
격의,1
나뭇잎,1
옥수수,1
함덕,1
이웃,1
옆얼,1
청소,1
불안감,1
종업원,1
노여움,1
의적,1
영향,1
겁쟁이,1
비겁,1
베이지색,1
메인,1
상반신,1
힐난,1
해주시,1
구내,1
희극,1
힘줄,1
담소,1
대목,1
휴게실,1
묻혀버,1
드럼통,1
매표,1
재담,1
분장,1
땟국,1
질벅거렸다,1
아리랑,1
사촌,1
외숙모,1
뻘,1
어이쿠,1
날랬다,1
삼거리,1
실소,1
우릴,1
때투,1
청바지,1
화보,1
스포츠머리,1
동갑,1
핼끔핼끔,1
가속도,1
영문,1
직사,1
각형,1
안중,1
콘센트,1
초등학,1
사내아이,1
촘촘하,1
이문,1
미닫이문,1
파인더,1
뒷짐,1
까르르,1
따귀,1
여상,1
착시,1
무너뜨렸던,1
발밑,1
뜀틀,1
주눅,1
럽게,1
턴,1
여고,1
빚진,1
스스,1
옆집,1
비아,1
도저,1
초벌,1
군데군데,1
올림픽,1
유치,1
문패,1
공동,1
배치,1
한창,1
땐,1
딜,1
모노룸,1
자온,1
팽팽,1
외양,1
우회,1
달걀,1
이도,1
이치로,1
중절,1
배려,1
장도,1
내색,1
방구,1
찻,1
돌연,1
옹기,1
펄럭,1
딪쳐,1
머뭇,1
조리개,1
종잡,1
들개,1
날랜,1
능숙,1
셨다,1
반대편,1
지구,1
인공,1
구상,1
인력,1
개중,1
막노동,1
친목,1
회도,1
마무리,1
수술,1
거래,1
화장품,1
원료,1
데모,1
색도,1
전모,1
무언극,1
과음,1
파전,1
서면,1
승늉,1
수상,1
면죄부,1
트라우마,1
보오,1
국립공원,1
선정,1
놀,1
밀주,1
연세대,1
전자우편,1
대표,1
팩스,1
마케팅,1
트위터,1
생업,1
졸업생,1
판권,1
재사용,1
만이오,1
골치,1
거니,1
서넛,1
비참,1
초판,1
전자책,1
옇,1
랍니,1
펴낸이,1
근사,1
대도,1
현숙,1
섬세,1
출판,1
경기도,1
계시,1
파주시,1
개수,1
퍼부을,1
둑길,1
규정,1
말입,1
여하튼,1
마땅치,1
물품,1
슬라이드,1
상영,1
인쇄물,1
모의,1
흰색,1
시뮬레이션,1
우르르,1
매진,1
검거,1
대결,1
석도,1
정념,1
식용유,1
초기,1
단계,1
전환,1
뒷다리,1
국문학,1
전집,1
곧이곧대로,1
웁니,1
었으,1
차편,1
뒤치락거리,1
파탄,1
대적,1
다지,1
건답니,1
세태,1
홀리,1
문학과사회,1
알파벳,1
아랍어,1
종족,1
리말,1
어순,1
상도,1
통신,1
꼬아놓,1
삼겹살,1
탈의실,1
혈액,1
자청,1
수직,1
이백,1
도달,1
접힌,1
분통,1
정성,1
년여,1
가타카나,1
유독,1
걱정거리,1
음도,1
초연,1
문단,1
항상,1
천성,1
찮,1
임무,1
비평,1
어들,1
고심,1
글쓰기,1
샛노란,1
햇수,1
해외,1
생기지,1
부화,1
어법,1
랫입술,1
시가,1
귀청,1
공중,1
렇듯,1
신비,1
러진,1
흥건,1
수호천사,1
가빴다,1
사우,1
콧등,1
단소,1
엉엉,1
헛기침,1
핏발,1
어날지,1
이발,1
명운,1
밀착,1
루나,1
심심찮,1
사망,1
두개골,1
감수,1
훌렁,1
희극배우,1
행사,1
일체,1
예매,1
민족주의,1
신물,1
멱살,1
렌,1
즈,1
흠집,1
오천원,1
일손,1
포즈,1
호두,1
소풍,1
해죽,1
독신자,1
여의,1
명과,1
요령,1
랩,1
뿌예,1
기호,1
제거,1
식료품,1
계기,1
알갱이,1
포도주스,1
점심때,1
단숨,1
술안주,1
자부,1
신체,1
짐차,1
내심,1
보고서,1
주스,1
팍,1
런가,1
손도끼,1
이억원,1
진구,1
십분,1
점점이,1
소금,1
곁눈,1
명윤입니,1
암벽,1
대규모,1
종이갑,1
방짜,1
전반,1
폭도,1
평행,1
포함,1
소나무,1
구가,1
보갱,1
오르다,1
제자,1
교체,1
팔걸이,1
양쪽,1
늦잠,1
전인,1
챗,1
빨랫,1
물방울,1
새마을,1
호가,1
등진,1
전언,1
타오,1
절단,1
금속,1
빨래판,1
궤짝,1
감겨,1
차요,1
절감,1
스프링,1
광력,1
취향,1
간간이,1
대원,1
식욕,1
음식물,1
노후,1
설레설레,1
원주역,1
전등,1
섹션,1
가나,1
푸린,1
마려우,1
춧,1
말버릇,1
윤입니,1
등학,1
인테리어,1
통일,1
엉치뼈,1
만류,1
이레,1
지푸라기,1
전답,1
불볕,1
갑작,1
붕대,1
산소호흡,1
가명,1
채광,1
우도,1
도라지꽃,1
껏,1
온종일,1
먼산,1
숨쉬기,1
셔,1
일가붙이,1
한가지,1
빨랫줄,1
어젯밤,1
그젯밤,1
몹쓸,1
널린,1
운물,1
티눈,1
졸,1
날달걀,1
프라이,1
팬,1
발수,1
절름절름,1
퉁퉁,1
신기,1
손가방,1
비쩍,1
꼬치꼬치,1
부챗살,1
카니,1
섯시,1
새시,1
심정,1
누굴,1
풀라,1
모텔,1
만족,1
전시회,1
하여튼,1
데었어,1
접혔다,1
극할,1
막대기,1
팽팽하,1
입다,1
네로,1
내처,1
이브,1
기능,1
언론,1
로션,1
중지,1
경질,1
주먹밥,1
쉐,1
비례,1
불가,1
실핏줄,1
휘저었다,1
땅딸,1
